field:ID,name_zh,:LABEL
org_624,广州中医药大学,机构
org_625,中国医学科学院阜外医院,机构
org_626,中日友好医院,机构
org_627,中国医学科学院北京协和医院,机构
org_628,中国医学科学院肿瘤医院,机构
org_629,浙江中医药大学,机构
org_630,中国医学科学院药用植物研究所,机构
org_631,浙江师范大学,机构
org_632,武汉轻工大学,机构
org_633,湖南城市学院,机构
org_634,中国林业科学研究院热带林业研究所,机构
org_635,宁夏医科大学,机构
org_636,中国工程物理研究院核物理与化学研究所,机构
org_637,东莞中子科学中心,机构
org_638,天津理工大学,机构
org_639,中国地质科学院岩溶地质研究所,机构
org_640,中国环境科学研究院,机构
org_641,中国科学院华南植物园,机构
org_642,黄河水利委员会黄河水利科学研究院,机构
org_643,德州学院,机构
org_644,浙江万里学院,机构
org_645,中国科学院上海高等研究院,机构
org_646,深圳清华大学,机构
org_647,北京计算科学研究中心,机构
org_648,南京信息工程大学,机构
org_649,闽南师范大学,机构
org_650,中国地震局地震研究所,机构
org_651,中北大学,机构
org_652,中国科学院地球环境研究所,机构
org_653,广西大学,机构
org_654,中国科学院西北高原生物研究所,机构
org_655,中国计量大学,机构
org_656,中国科学院西双版纳热带植物园,机构
org_657,广州军区广州总医院,机构
org_658,锦州医科大学,机构
org_659,上海健康医学院,机构
org_660,沈阳医学院,机构
org_661,内蒙古科技大学,机构
org_662,中国科学院上海微系统与信息技术研究所,机构
org_663,常熟理工学院,机构
org_664,中国科学院光电研究院,机构
org_665,桂林理工大学,机构
org_666,西藏农牧学院,机构
org_667,中南林业科技大学,机构
org_668,中国科学院新疆生态与地理研究所,机构
org_669,浙江工商大学,机构
org_670,东北农业大学,机构
org_671,安徽工业大学,机构
org_672,中国农业科学院油料作物研究所,机构
org_673,西南石油大学,机构
org_674,西藏大学,机构
org_675,四川师范大学,机构
org_676,东北石油大学,机构
org_677,中国科学院金属研究所,机构
org_678,中国科学院计算机网络信息中心,机构
org_679,昆明理工大学,机构
org_680,沈阳建筑大学,机构
org_681,宁夏回族自治区气象科学研究所,机构
org_682,水利部中国科学院水工程生态研究所,机构
org_683,湖北第二师范学院,机构
org_684,中国科学院大气物理研究所,机构
org_685,中国科学院武汉物理与数学研究所,机构
org_686,北京市创伤骨科研究所,机构
org_687,中国人民解放军62023部队,机构
org_688,绍兴文理学院,机构
org_689,国家海洋局第三海洋研究所,机构
org_690,海南医学院,机构
org_691,中国农业科学院上海兽医研究所,机构
org_692,中国人民解放军电子工程学院,机构
org_693,煤炭科学技术研究院有限公司,机构
org_694,中国科学院紫金山天文台,机构
org_695,中国科学院化学研究所,机构
org_696,东北财经大学,机构
org_697,郑州轻工业学院,机构
org_698,江西农业大学,机构
org_699,吉林建筑大学,机构
org_700,湖南文理学院,机构
org_701,中国人民解放军海军工程大学,机构
org_702,中国人民解放军空军预警学院,机构
org_703,中国人民解放军海军航空工程学院,机构
org_704,中国科学院地球化学研究所,机构
org_705,中国地震局地球物理勘探中心,机构
org_706,中国科学院武汉岩土力学研究所,机构
org_707,云南财经大学,机构
org_708,台州学院,机构
org_709,中南财经政法大学,机构
org_710,仲恺农业工程学院,机构
org_711,广东省实验动物监测所,机构
org_712,江西科技师范大学,机构
org_713,石家庄铁道大学,机构
org_714,中国科学院水利部水土保持研究所,机构
org_715,新疆维吾尔自治区地震局,机构
org_716,中国气象局广州热带海洋气象研究所,机构
org_717,云南师范大学,机构
org_718,中国工程物理研究院流体物理研究所,机构
org_719,中国科学院上海应用物理研究所,机构
org_720,西南医科大学,机构
org_721,天津市第一中心医院,机构
org_722,新乡医学院,机构
org_723,长春中医药大学,机构
org_724,中钢集团洛阳耐火材料研究院有限公司,机构
org_725,中国科学院山西煤炭化学研究所,机构
org_726,中国科学院国家天文台南京天文光学技术研究所,机构
org_727,中国科学院苏州生物医学工程技术研究所,机构
org_728,中国农业科学院原子能利用研究所,机构
org_729,遵义医学院,机构
org_730,浙江省水利河口研究院,机构
org_731,中国人民解放军第三〇九医院,机构
org_732,辽宁工业大学,机构
org_733,中国政法大学,机构
org_734,江西中医药大学,机构
org_735,天津市人民医院,机构
org_736,新疆医科大学,机构
org_737,中国人民解放军第三０二医院,机构
org_738,司法部司法鉴定科学技术研究所,机构
org_739,广东省第二人民医院,机构
org_740,贵州医科大学,机构
org_741,浙江省医学科学院,机构
org_742,中国人民解放军第二五四医院,机构
org_743,吉林医药学院,机构
org_744,河北中医学院,机构
org_745,河南省眼科研究所,机构
org_746,中国人民解放军海军总医院,机构
org_747,中国疾病预防控制中心职业卫生与中毒控制所,机构
org_748,上海市第八人民医院,机构
org_749,福建中医药大学,机构
org_750,长沙医学院,机构
org_751,国家康复辅具研究中心,机构
org_752,湖北省中西医结合医院,机构
org_753,长江水利委员会长江科学院,机构
org_754,商丘师范学院,机构
org_755,中国石油化工股份有限公司上海石油化工研究院,机构
org_756,中国科学院理论物理研究所,机构
org_757,重庆师范大学,机构
org_758,中国水产科学研究院黄海水产研究所,机构
org_759,中国科学院广州能源研究所,机构
org_760,湖南工程学院,机构
org_761,中国空气动力研究与发展中心,机构
org_762,陕西理工大学,机构
org_763,中国农业科学院农业资源与农业区划研究所,机构
org_764,南昌航空大学,机构
org_765,中国科学院亚热带农业生态研究所,机构
org_766,中国科学院上海天文台,机构
org_767,广西壮族自治区水产科学研究院,机构
org_768,湖北省中医院,机构
org_769,中国科学院测量与地球物理研究所,机构
org_770,湖北省农业科学院,机构
org_771,中国科学院上海光学精密机械研究所,机构
org_772,中国科学院云南天文台,机构
org_773,北京有色金属研究总院,机构
org_774,北京微电子技术研究所,机构
org_775,贵州师范大学,机构
org_776,中国人民解放军第二炮兵工程大学,机构
org_777,中国人民解放军兰州军区兰州总医院,机构
org_778,北京市神经外科研究所,机构
org_779,国家林业局经济发展研究中心,机构
org_780,重庆工商大学,机构
org_781,中美（河南）荷美尔肿瘤研究院,机构
org_782,中国中医科学院望京医院,机构
org_783,中国石油化工股份有限公司石油勘探开发研究院,机构
org_784,湖南商学院,机构
org_785,广州中国科学院先进技术研究所,机构
org_786,黑龙江科技大学,机构
org_787,中国农业科学院兰州兽医研究所,机构
org_788,机械科学研究总院,机构
org_789,洛阳师范学院,机构
org_790,西南林业大学,机构
org_791,北方工业大学,机构
org_792,浙江财经大学,机构
org_793,湖北经济学院,机构
org_794,湖南理工学院,机构
org_795,南阳师范学院,机构
org_796,中国工程物理研究院总体工程研究所,机构
org_797,湖南第一师范学院,机构
org_798,广西民族大学,机构
